Year Month,Postal Code,Customer Class,Total Gallons
201809,78746,Multi-Family,"13,597,200"
201501,78752,Residential,"12,149,000"
201612,78726,Residential,"14,041,000"
201802,78701,Irrigation - Residential,"7,500"
201504,78753,Multi-Family,"50,876,800"
201803,78660,Multi-Family,"5,009,800"
201805,78759,Multi-Family,"36,994,400"
201804,78653,Residential,"2,623,300"
201402,78739,Residential,"27,788,700"
201801,78752,Irrigation - Multi-Family,"56,800"
201208,78726,Residential,"30,122,000"
201703,78703,Irrigation - Multi-Family,"355,500"
201211,78753,Multi-Family,"50,789,600"
201508,78744,Residential,"56,923,000"
201507,78705,Residential,"9,177,100"
201304,78753,Residential,"41,881,800"
201401,78745,Multi-Family,"32,773,100"
201608,78702,Residential,"27,667,700"
201703,78751,Residential,"13,888,500"
201710,78741,Multi-Family,"73,511,700"
201608,78701,Irrigation - Multi-Family,"1,084,900"
201405,78759,Multi-Family,"35,776,400"
201501,78704,Residential,"41,615,700"
201506,78745,Irrigation - Multi-Family,"2,459,800"
201801,78737,Residential,"5,838,800"
201203,78749,Multi-Family,"16,583,400"
201306,78703,Irrigation - Multi-Family,"560,400"
201806,78731,Irrigation - Residential,"706,000"
201803,78742,Residential,"576,500"
201710,78750,Residential,"51,772,700"
201504,78754,Multi-Family,"15,517,700"
201206,78727,Residential,"59,222,200"
201806,78751,Residential,"17,434,000"
201506,78752,Irrigation - Multi-Family,"122,400"
201612,78753,Residential,"36,480,800"
201804,78736,Irrigation - Residential,"20,300"
201203,78751,Irrigation - Multi-Family,"255,200"
201405,78617,Multi-Family,"3,852,800"
201604,78747,Residential,"22,728,300"
201703,78726,Residential,"13,065,400"
201306,78721,Multi-Family,"4,943,600"
201307,78727,Residential,"56,663,400"
201802,78730,Irrigation - Residential,"58,000"
201707,78759,Irrigation - Multi-Family,"1,899,400"
201511,78731,Residential,"61,305,900"
201211,78705,Residential,"11,492,600"
201509,78754,Irrigation - Multi-Family,"5,023,700"
201807,78730,Multi-Family,"3,812,600"
201407,78745,Residential,"81,575,800"
201205,78758,Irrigation - Multi-Family,"2,827,900"
201302,78749,Multi-Family,"14,384,700"
201610,78756,Multi-Family,"5,600,900"
201802,78653,Irrigation - Multi-Family,0
201211,78742,Multi-Family,"332,200"
201711,78721,Irrigation - Multi-Family,"341,500"
201608,78741,Multi-Family,"76,736,900"
201707,78742,Residential,"785,100"
201804,78752,Irrigation - Residential,800
201411,78660,Residential,"7,540,800"
201309,78653,Residential,"1,392,300"
201305,78726,Residential,"20,800,500"
201808,78721,Residential,"16,528,900"
201706,78750,Residential,"64,092,300"
201207,78749,Residential,"113,040,400"
201307,78721,Multi-Family,"5,229,900"
201508,78703,Irrigation - Multi-Family,"1,427,600"
201302,78748,Residential,"58,542,900"
201207,78756,Multi-Family,"6,462,600"
201201,78753,Multi-Family,"54,947,800"
201402,78745,Multi-Family,"30,308,000"
201203,78660,Multi-Family,"3,778,000"
201507,78617,Residential,"20,808,900"
201805,78754,Irrigation - Multi-Family,"2,662,700"
201303,78702,Multi-Family,"9,055,200"
201409,78748,Multi-Family,"20,147,500"
201709,78754,Residential,"26,970,100"
201509,78653,Multi-Family,"215,900"
201307,78753,Residential,"57,372,600"
201804,78704,Multi-Family,"53,380,100"
201406,78752,Multi-Family,"18,393,400"
201705,78702,Residential,"25,266,900"
201206,78751,Irrigation - Multi-Family,"341,500"
201802,78744,Irrigation - Residential,"49,500"
201711,78653,Irrigation - Residential,"12,800"
201610,78660,Residential,"7,842,100"
201706,78756,Multi-Family,"5,502,500"
201410,78750,Multi-Family,"14,188,000"
201702,78701,Irrigation - Multi-Family,"304,500"
201802,78653,Residential,"1,620,900"
201703,78727,Residential,"30,827,400"
201305,78701,Multi-Family,"14,048,900"
201305,78730,Irrigation - Multi-Family,"863,100"
201502,78747,Residential,"17,459,000"
201712,78746,Multi-Family,"10,906,100"
201707,78751,Irrigation - Multi-Family,"1,120,600"
201708,78723,Residential,"42,166,700"
201203,78758,Irrigation - Multi-Family,"1,020,500"
201308,78703,Residential,"78,851,900"
201712,78759,Residential,"46,175,300"
201404,78731,Multi-Family,"16,548,000"
201201,78759,Multi-Family,"39,841,000"
201605,78732,Residential,"2,600"
201306,78757,Multi-Family,"14,905,700"
201804,78728,Multi-Family,"9,517,500"
201409,78753,Irrigation - Multi-Family,"5,528,000"
201809,78748,Irrigation - Residential,"58,100"
201211,78752,Residential,"13,775,300"
201508,78758,Irrigation - Multi-Family,"4,885,100"
201703,78745,Residential,"62,843,200"
201201,78653,Multi-Family,"120,100"
201404,78751,Irrigation - Multi-Family,"478,200"
201207,78753,Irrigation - Multi-Family,"5,763,800"
201506,78702,Residential,"24,740,300"
201604,78754,Multi-Family,"17,673,800"
201203,78754,Irrigation - Multi-Family,"910,700"
201411,78756,Multi-Family,"5,681,800"
201510,78742,Residential,"818,700"
201805,78737,Residential,"8,198,800"
201504,78722,Residential,"7,488,100"
201410,78748,Residential,"63,636,400"
201809,78753,Multi-Family,"51,346,400"
201703,78730,Irrigation - Multi-Family,"216,200"
201802,78758,Residential,"32,325,900"
201710,78653,Irrigation - Multi-Family,0
201203,78751,Residential,"14,814,500"
201704,78753,Residential,"36,296,100"
201411,78749,Residential,"64,369,100"
201410,78742,Residential,"619,700"
201407,78660,Residential,"9,505,700"
201806,78742,Multi-Family,"232,000"
201210,78712,Residential,0
201204,78750,Residential,"53,417,900"
201605,78729,Residential,"18,785,600"
201711,78747,Multi-Family,"7,011,600"
201203,78752,Residential,"11,918,000"
201205,78757,Multi-Family,"14,443,600"
201705,78758,Residential,"40,185,500"
201403,78703,Multi-Family,"10,788,300"
201803,78719,Multi-Family,"270,600"
201308,78757,Multi-Family,"16,172,200"
201507,78729,Residential,"25,563,200"
201612,78704,Residential,"40,123,600"
201210,78701,Multi-Family,"13,820,400"
201304,78759,Residential,"67,423,900"
201511,78751,Irrigation - Multi-Family,"451,800"
201511,78724,Residential,"17,656,400"
201709,78617,Multi-Family,"6,123,200"
201609,78752,Residential,"12,939,100"
201310,78705,Residential,"10,997,600"
201309,78703,Residential,"84,610,000"
201710,78756,Irrigation - Multi-Family,"284,400"
201801,78702,Irrigation - Multi-Family,"704,400"
201302,78744,Residential,"46,279,100"
201705,78717,Residential,"42,621,100"
201405,78756,Multi-Family,"5,568,500"
201711,78726,Multi-Family,"12,438,300"
201407,78617,Multi-Family,"4,050,100"
201405,78750,Multi-Family,"12,700,300"
201202,78746,Multi-Family,"12,055,100"
201808,78704,Multi-Family,"56,299,500"
201208,78724,Residential,"26,888,800"
201805,78749,Multi-Family,"15,790,800"
201203,78730,Irrigation - Multi-Family,"591,200"
201404,78726,Residential,"16,034,200"
201607,78705,Residential,"10,520,700"
201206,78757,Residential,"49,503,500"
201505,78751,Irrigation - Multi-Family,"581,800"
201602,78701,Multi-Family,"13,825,500"
201208,78753,Residential,"64,398,100"
201608,78758,Multi-Family,"52,506,500"
201702,78735,Residential,"12,503,900"
201806,78744,Irrigation - Residential,"42,100"
201704,78731,Multi-Family,"16,069,700"
201510,78660,Residential,"8,708,000"
201801,78724,Irrigation - Multi-Family,"110,900"
201704,78745,Irrigation - Multi-Family,"2,099,700"
201306,78754,Multi-Family,"17,221,800"
201712,78731,Irrigation - Residential,"437,800"
201402,78751,Irrigation - Multi-Family,"208,000"
201603,78744,Multi-Family,"28,276,600"
201207,78754,Irrigation - Multi-Family,"2,783,100"
201306,78754,Residential,"24,004,800"
201710,78751,Multi-Family,"13,398,500"
201802,78745,Residential,"57,456,100"
201511,78703,Multi-Family,"12,378,600"
201802,78729,Multi-Family,"22,711,100"
201510,78751,Multi-Family,"12,907,800"
201712,78705,Irrigation - Residential,"45,600"
201509,78753,Irrigation - Multi-Family,"6,930,500"
201801,78725,Multi-Family,"189,600"
201801,78750,Irrigation - Multi-Family,"962,300"
201301,78759,Irrigation - Multi-Family,"769,100"
201802,78735,Irrigation - Multi-Family,"492,300"
201601,78745,Residential,"66,021,800"
201509,78754,Residential,"29,505,500"
201809,78726,Residential,"25,034,600"
201704,78749,Irrigation - Multi-Family,"2,514,000"
201702,78747,Residential,"18,581,400"
201801,78748,Multi-Family,"23,572,800"
201309,78617,Multi-Family,"3,988,100"
201306,78730,Multi-Family,"5,315,500"
201708,78703,Irrigation - Multi-Family,"1,078,300"
201501,78660,Residential,"9,576,800"
201604,78757,Multi-Family,"13,208,300"
201805,78752,Multi-Family,"15,554,700"
201511,78617,Multi-Family,"5,242,600"
201212,78752,Residential,"13,695,600"
201802,78742,Multi-Family,"238,100"
201804,78730,Irrigation - Multi-Family,"531,700"
201210,78751,Residential,"17,596,100"
201809,78701,Irrigation - Residential,"53,300"
201405,78752,Residential,"12,897,500"
201504,78717,Residential,"29,662,700"
201305,78748,Residential,"76,226,300"
201808,78742,Irrigation - Multi-Family,"47,200"
201603,78752,Residential,"11,439,300"
201711,78739,Irrigation - Multi-Family,300
201712,78652,Multi-Family,"145,900"
201307,78712,Residential,0
201608,78748,Residential,"91,915,300"
201212,78737,Residential,"8,668,800"
201801,78727,Residential,"31,164,800"
201610,78742,Residential,"710,200"
201807,78703,Residential,"67,826,200"
201705,78731,Multi-Family,"17,167,200"
201710,78746,Multi-Family,"12,902,400"
201212,78756,Irrigation - Multi-Family,"144,100"
201707,78753,Multi-Family,"56,885,200"
201706,78731,Residential,"66,678,300"
201802,78728,Multi-Family,"8,562,500"
201405,78727,Residential,"42,614,900"
201412,78704,Residential,"37,828,100"
201706,78751,Residential,"16,119,400"
201202,78756,Residential,"9,075,300"
201304,78737,Residential,"6,688,100"
201503,78753,Residential,"34,839,500"
201803,78731,Irrigation - Multi-Family,"270,500"
201611,78757,Irrigation - Multi-Family,"480,200"
201704,78759,Multi-Family,"34,420,900"
201802,78705,Irrigation - Residential,"8,800"
201509,78726,Residential,"33,484,400"
201701,78757,Irrigation - Multi-Family,"188,700"
201509,78747,Residential,"37,168,300"
201707,78746,Residential,"63,458,200"
201408,78758,Residential,"51,787,500"
201807,78748,Irrigation - Residential,"20,500"
201310,78731,Residential,"70,869,500"
201604,78749,Residential,"52,944,100"
201802,78613,Irrigation - Multi-Family,"253,600"
201205,78756,Irrigation - Multi-Family,"62,000"
201510,78703,Residential,"75,164,600"
201804,78748,Irrigation - Residential,"19,000"
201501,78751,Residential,"14,895,800"
201803,78756,Residential,"8,004,900"
201303,78756,Irrigation - Multi-Family,"70,900"
201311,78750,Residential,"44,986,300"
201212,78705,Multi-Family,"33,296,000"
201504,78712,Residential,0
201704,78745,Residential,"62,709,300"
201306,78739,Residential,"53,922,900"
201404,78653,Residential,"1,078,400"
201807,78757,Residential,"40,147,200"
201511,78757,Multi-Family,"13,707,600"
201803,78752,Residential,"9,653,600"
201411,78701,Irrigation - Multi-Family,"646,000"
201608,78759,Multi-Family,"41,744,100"
201404,78703,Residential,"47,376,700"
201802,78721,Irrigation - Multi-Family,"48,900"
201512,78730,Multi-Family,"5,200,300"
201308,78754,Irrigation - Multi-Family,"3,119,600"
201403,78653,Multi-Family,"75,600"
201409,78752,Residential,"16,081,400"
201710,78736,Irrigation - Residential,"19,500"
201206,78730,Irrigation - Multi-Family,"2,067,700"
201702,78739,Residential,"26,418,600"
201701,78748,Residential,"60,260,500"
201605,78749,Multi-Family,"15,327,000"
201712,78735,Residential,"16,245,200"
201604,78745,Multi-Family,"31,389,800"
201308,78705,Multi-Family,"31,065,900"
201310,78749,Multi-Family,"16,451,100"
201505,78748,Residential,"58,267,300"
201506,78753,Residential,"39,058,600"
201808,78613,Multi-Family,"3,468,900"
201202,78653,Multi-Family,"89,500"
201806,78730,Irrigation - Residential,"140,200"
201805,78739,Irrigation - Multi-Family,"1,800"
201806,78750,Multi-Family,"11,100,400"
201406,78726,Residential,"21,430,800"
201211,78705,Multi-Family,"37,291,200"
201501,78703,Multi-Family,"12,184,200"
201803,78748,Irrigation - Multi-Family,"2,758,500"
201510,78702,Multi-Family,"10,547,500"
201207,78653,Multi-Family,"207,200"
201602,78744,Multi-Family,"25,228,100"
201602,78757,Multi-Family,"13,246,200"
201202,78750,Irrigation - Multi-Family,"256,900"
201805,78757,Irrigation - Multi-Family,"239,700"
201209,78749,Residential,"121,460,600"
201606,78750,Irrigation - Multi-Family,"1,610,400"
201211,78758,Multi-Family,"47,272,200"
201608,78757,Irrigation - Multi-Family,"1,062,300"
201503,78749,Multi-Family,"15,964,200"
201603,78730,Residential,"20,048,600"
201712,78737,Residential,"6,475,000"
201207,78742,Multi-Family,"331,400"
201809,78742,Multi-Family,"338,000"
201307,78758,Residential,"52,885,700"
201802,78754,Irrigation - Multi-Family,"790,400"
201701,78759,Multi-Family,"35,962,700"
201408,78756,Residential,"14,114,700"
201509,78704,Residential,"61,132,000"
201203,78758,Multi-Family,"43,860,900"
201803,78727,Multi-Family,"21,485,200"
201604,78759,Irrigation - Multi-Family,"822,000"
201312,78617,Multi-Family,"3,135,000"
201807,78702,Residential,"27,143,100"
201608,78748,Multi-Family,"23,313,700"
201808,78702,Irrigation - Residential,"23,700"
201712,78750,Residential,"37,058,100"
201701,78735,Residential,"15,381,600"
201311,78701,Multi-Family,"14,008,100"
201805,78660,Multi-Family,"5,470,000"
201212,78746,Multi-Family,"13,682,900"
201807,78757,Irrigation - Residential,"53,600"
201404,78757,Irrigation - Multi-Family,"213,100"
201712,78660,Residential,"8,348,400"
201702,78759,Multi-Family,"32,322,600"
201204,78730,Multi-Family,"4,327,500"
201711,78752,Multi-Family,"16,564,500"
201803,78758,Irrigation - Residential,"60,700"
201507,78745,Multi-Family,"33,689,200"
201302,78750,Residential,"41,002,700"
201305,78753,Residential,"45,398,500"
201407,78754,Multi-Family,"17,742,900"
201809,78735,Multi-Family,"13,054,300"
201509,78749,Residential,"105,264,400"
201208,78703,Multi-Family,"14,574,600"
201704,78751,Residential,"14,496,900"
201712,78701,Multi-Family,"15,057,700"
201709,78728,Residential,"6,363,900"
201712,78751,Residential,"14,561,100"
201606,78757,Irrigation - Multi-Family,"350,600"
201804,78747,Irrigation - Multi-Family,"454,100"
201208,78730,Irrigation - Multi-Family,"2,166,600"
201612,78751,Multi-Family,"13,304,200"
201708,78749,Multi-Family,"17,489,100"
201401,78758,Irrigation - Multi-Family,"1,349,400"
201706,78704,Residential,"48,633,500"
201701,78705,Multi-Family,"30,304,400"
201605,78747,Residential,"20,343,700"
201608,78704,Residential,"60,698,600"
201803,78735,Multi-Family,"10,140,300"
201612,78703,Multi-Family,"12,315,900"
201607,78757,Irrigation - Multi-Family,"686,000"
201511,78753,Multi-Family,"49,829,300"
201402,78736,Residential,"9,699,300"
201408,78724,Residential,"23,091,600"
201609,78753,Irrigation - Multi-Family,"5,092,200"
201710,78722,Multi-Family,"2,823,000"
201704,78753,Multi-Family,"49,532,800"
201801,78613,Multi-Family,"4,035,500"
201707,78751,Residential,"18,688,800"
201207,78730,Multi-Family,"5,177,600"
201312,78703,Multi-Family,"10,733,400"
201302,78712,Residential,0
201603,78730,Multi-Family,"6,477,800"
201509,78736,Residential,"24,077,000"
201209,78703,Residential,"91,332,200"
201805,78722,Multi-Family,"2,969,500"
201212,78756,Multi-Family,"5,520,200"
201712,78756,Irrigation - Multi-Family,"207,100"
201612,78759,Multi-Family,"36,960,000"
201609,78744,Multi-Family,"34,159,500"
201401,78727,Residential,"34,554,300"
201309,78727,Residential,"65,706,500"
201801,78751,Multi-Family,"12,238,300"
201208,78742,Residential,"938,100"
201704,78704,Residential,"39,432,100"
201309,78742,Multi-Family,"374,500"
201707,78745,Irrigation - Multi-Family,"6,915,400"
201710,78701,Residential,"1,006,000"
201501,78750,Multi-Family,"14,442,600"
201608,78617,Multi-Family,"4,978,900"
201211,78703,Multi-Family,"12,982,400"
201608,78746,Residential,"69,772,300"
201712,78727,Irrigation - Residential,"12,100"
201411,78731,Multi-Family,"17,304,200"
201712,78660,Irrigation - Residential,"19,300"
201704,78744,Residential,"47,404,300"
201504,78754,Residential,"19,835,100"
201505,78745,Residential,"62,275,800"
201805,78702,Irrigation - Residential,"76,600"
201609,78724,Residential,"21,631,900"
201304,78751,Residential,"16,277,500"
201612,78732,Residential,"4,500"
201609,78754,Residential,"23,507,100"
201310,78703,Multi-Family,"12,150,700"
201408,78739,Residential,"68,712,600"
201806,78721,Irrigation - Multi-Family,"96,900"
201206,78701,Irrigation - Multi-Family,"610,600"
201803,78746,Residential,"25,332,600"
201503,78751,Residential,"13,059,800"
201405,78703,Residential,"56,432,200"
201205,78701,Irrigation - Multi-Family,"285,900"
201707,78704,Multi-Family,"57,401,200"
201807,78727,Irrigation - Residential,"14,600"
201207,78752,Irrigation - Multi-Family,"281,400"
201411,78724,Residential,"19,434,500"
201704,78754,Residential,"20,636,500"
201611,78748,Multi-Family,"19,649,100"
201211,78730,Irrigation - Multi-Family,"1,107,400"
201406,78731,Multi-Family,"16,591,900"
201308,78750,Residential,"88,298,700"
201604,78717,Residential,"30,579,300"
201311,78660,Residential,"6,814,600"
201206,78653,Multi-Family,"170,300"
201801,78750,Irrigation - Residential,"6,000"
201208,78759,Residential,"117,811,900"
201703,78759,Multi-Family,"39,821,400"
201705,78721,Multi-Family,"4,266,800"
201502,78653,Multi-Family,"49,900"
201310,78660,Residential,"8,310,600"
201501,78703,Residential,"44,645,600"
201807,78652,Multi-Family,"417,700"
201806,78613,Irrigation - Multi-Family,"2,074,500"
201507,78741,Multi-Family,"76,973,300"
201702,78742,Multi-Family,"215,100"
201809,78745,Irrigation - Multi-Family,"9,014,200"
201311,78721,Multi-Family,"4,654,800"
201307,78744,Residential,"58,165,800"
201711,78753,Irrigation - Residential,0
201809,78736,Multi-Family,"3,483,000"
201309,78750,Irrigation - Multi-Family,"2,779,200"
201806,78745,Irrigation - Multi-Family,"6,064,900"
201406,78753,Multi-Family,"53,707,200"
201706,78742,Multi-Family,"214,100"
201209,78750,Residential,"101,641,500"
201206,78748,Residential,"92,227,900"
201404,78702,Residential,"25,621,900"
201807,78742,Irrigation - Multi-Family,"45,300"
201611,78753,Multi-Family,"53,051,800"
201306,78617,Multi-Family,"3,390,200"
201809,78746,Residential,"65,915,700"
201808,78653,Residential,"3,903,300"
201408,78749,Irrigation - Multi-Family,"6,388,100"
201704,78723,Residential,"30,098,100"
201509,78730,Residential,"52,163,200"
201402,78751,Residential,"14,152,900"
201406,78757,Irrigation - Multi-Family,"344,500"
201207,78712,Residential,0
201807,78660,Irrigation - Residential,"27,000"
201808,78701,Residential,"1,492,600"
201507,78757,Multi-Family,"13,586,900"
201305,78759,Irrigation - Multi-Family,"1,752,100"
201403,78751,Residential,"14,021,800"
201802,78730,Irrigation - Multi-Family,"348,700"
201610,78726,Residential,"23,386,700"
201802,78757,Irrigation - Residential,"14,300"
201706,78703,Multi-Family,"13,546,500"
201507,78758,Irrigation - Multi-Family,"3,551,700"
201412,78703,Multi-Family,"11,037,000"
201801,78732,Residential,"4,900"
201402,78731,Residential,"42,751,700"
201607,78653,Residential,"2,007,700"
201710,78756,Irrigation - Residential,"59,800"
201606,78759,Multi-Family,"38,504,700"
201701,78749,Multi-Family,"17,064,300"
201210,78754,Irrigation - Multi-Family,"3,204,400"
201802,78721,Irrigation - Residential,"5,500"
201308,78703,Multi-Family,"12,931,600"
201704,78748,Residential,"59,658,700"
201304,78750,Residential,"54,278,100"
201707,78753,Irrigation - Multi-Family,"4,960,800"
201801,78731,Multi-Family,"17,687,800"
201808,78736,Irrigation - Residential,"29,200"
201809,78703,Irrigation - Residential,"1,558,100"
201610,78701,Irrigation - Multi-Family,"1,057,700"
201704,78730,Irrigation - Multi-Family,"517,200"
201206,78745,Irrigation - Multi-Family,"4,024,000"
201712,78752,Residential,"11,017,200"
201807,78746,Irrigation - Multi-Family,"1,529,300"
201712,78660,Multi-Family,"4,673,400"
201808,78746,Residential,"76,757,100"
201505,78730,Irrigation - Multi-Family,"553,300"
201210,78754,Multi-Family,"16,870,600"
201509,78753,Multi-Family,"59,096,700"
201211,78750,Irrigation - Multi-Family,"1,755,200"
201208,78731,Residential,"113,454,800"
201405,78721,Multi-Family,"4,752,100"
201306,78737,Residential,"10,509,100"
201406,78750,Residential,"62,102,200"
201304,78753,Multi-Family,"44,838,800"
201805,78741,Irrigation - Multi-Family,"1,841,200"
201605,78736,Residential,"9,807,100"
201604,78737,Residential,"6,963,200"
201403,78730,Irrigation - Multi-Family,"261,500"
201709,78756,Residential,"14,566,300"
201412,78722,Residential,"7,284,800"
201807,78717,Irrigation - Multi-Family,"8,781,600"
201312,78757,Residential,"27,760,100"
201309,78653,Multi-Family,"499,100"
201803,78726,Irrigation - Residential,"35,400"
201807,78653,Multi-Family,"280,100"
201804,78739,Irrigation - Multi-Family,0
201409,78704,Residential,"63,378,700"
201804,78747,Multi-Family,"6,978,400"
201306,78759,Irrigation - Multi-Family,"1,081,000"
201805,78735,Residential,"19,992,300"
201206,78653,Residential,"1,523,300"
201308,78758,Irrigation - Multi-Family,"4,516,900"
201208,78756,Irrigation - Multi-Family,"241,400"
201802,78748,Irrigation - Multi-Family,"2,264,500"
201605,78702,Residential,"22,548,200"
201205,78730,Irrigation - Multi-Family,"2,667,300"
201511,78751,Residential,"15,972,500"
201805,78748,Residential,"64,051,000"
201507,78653,Multi-Family,"146,800"
201801,78739,Irrigation - Multi-Family,0
201507,78712,Residential,0
201603,78703,Irrigation - Multi-Family,"273,200"
201803,78742,Multi-Family,"193,600"
201610,78749,Irrigation - Multi-Family,"5,746,900"
201501,78741,Residential,"18,080,700"
201211,78701,Irrigation - Multi-Family,"352,000"
201809,78728,Irrigation - Residential,"6,800"
201808,78717,Irrigation - Residential,"50,500"
201506,78751,Irrigation - Multi-Family,"785,400"
201509,78735,Residential,"37,513,100"
201709,78759,Residential,"81,451,600"
201805,78613,Irrigation - Multi-Family,"2,195,800"
201509,78749,Irrigation - Multi-Family,"11,535,300"
201801,78747,Residential,"21,887,500"
201806,78728,Irrigation - Residential,"10,800"
201310,78730,Multi-Family,"4,581,300"
201411,78747,Residential,"24,378,100"
201411,78742,Multi-Family,"331,600"
201307,78660,Residential,"9,783,000"
201405,78737,Residential,"10,229,600"
201705,78723,Residential,"33,418,100"
201709,78722,Residential,"9,561,900"
201804,78745,Irrigation - Residential,"55,500"
201412,78704,Multi-Family,"45,830,100"
201401,78759,Irrigation - Multi-Family,"388,200"
201410,78748,Multi-Family,"17,736,600"
201802,78723,Multi-Family,"19,958,100"
201708,78747,Residential,"35,790,600"
201710,78717,Irrigation - Multi-Family,"7,074,500"
201508,78745,Multi-Family,"33,647,900"
201709,78702,Residential,"26,815,400"
201607,78759,Multi-Family,"39,838,800"
201604,78736,Residential,"11,403,800"
201605,78744,Multi-Family,"27,055,100"
201802,78753,Irrigation - Residential,"7,100"
201704,78732,Residential,"4,100"
201712,78754,Multi-Family,"16,832,200"
201807,78726,Multi-Family,"10,757,400"
201507,78753,Residential,"47,229,700"
201507,78731,Multi-Family,"16,884,200"
201803,78753,Irrigation - Multi-Family,"1,271,300"
201804,78724,Irrigation - Residential,"13,700"
201507,78721,Multi-Family,"4,825,600"
201209,78756,Residential,"19,311,500"
201411,78757,Irrigation - Multi-Family,"309,700"
201808,78721,Multi-Family,"5,165,600"
201602,78749,Irrigation - Multi-Family,"2,277,800"
201510,78752,Multi-Family,"17,274,600"
201711,78731,Irrigation - Multi-Family,"1,041,400"
201609,78751,Residential,"16,880,700"
201303,78759,Multi-Family,"34,614,400"
201612,78753,Irrigation - Multi-Family,"3,048,700"
201710,78748,Multi-Family,"22,254,400"
201409,78756,Multi-Family,"6,334,000"
201606,78758,Multi-Family,"53,909,300"
201502,78705,Multi-Family,"32,697,100"
201602,78660,Residential,"7,029,100"
201406,78730,Irrigation - Multi-Family,"1,436,500"
201711,78704,Irrigation - Multi-Family,"3,882,600"
201805,78725,Multi-Family,"150,000"
201711,78746,Residential,"42,523,600"
201801,78652,Irrigation - Multi-Family,"1,143,000"
201303,78653,Residential,"1,014,200"
201509,78757,Irrigation - Multi-Family,"669,800"
201508,78730,Irrigation - Residential,"328,000"
201501,78759,Residential,"53,753,200"
201605,78660,Residential,"6,800,300"
201510,78731,Residential,"97,268,600"
201412,78724,Residential,"18,429,000"
201403,78701,Irrigation - Multi-Family,"372,500"
201803,78736,Irrigation - Multi-Family,"300,600"
201510,78717,Residential,"49,130,000"
201808,78744,Irrigation - Residential,"43,900"
201805,78746,Irrigation - Multi-Family,"511,700"
201701,78739,Residential,"30,500,800"
201712,78701,Residential,"792,900"
201502,78750,Multi-Family,"11,983,100"
201206,78712,Residential,0
201407,78749,Irrigation - Multi-Family,"5,279,500"
201203,78745,Residential,"71,097,600"
201210,78750,Multi-Family,"12,937,700"
201407,78702,Multi-Family,"11,163,900"
201207,78730,Irrigation - Multi-Family,"1,906,100"
201311,78617,Residential,"17,830,700"
201707,78749,Irrigation - Multi-Family,"6,216,200"
201805,78660,Irrigation - Multi-Family,"2,695,700"
201207,78617,Multi-Family,"3,643,300"
201212,78750,Irrigation - Multi-Family,"1,317,500"
201805,78702,Irrigation - Multi-Family,"1,455,100"
201806,78660,Irrigation - Multi-Family,"5,612,900"
201709,78703,Multi-Family,"14,880,800"
201610,78703,Multi-Family,"13,946,000"
201712,78745,Irrigation - Multi-Family,"4,529,200"
201803,78721,Irrigation - Residential,"5,100"
201601,78703,Multi-Family,"12,404,600"
201505,78660,Residential,"6,867,300"
201605,78759,Residential,"46,818,000"
201712,78730,Multi-Family,"4,509,200"
201202,78751,Multi-Family,"12,448,600"
201504,78749,Residential,"49,508,800"
201502,78722,Residential,"6,606,700"
201511,78750,Multi-Family,"12,964,500"
201702,78749,Residential,"40,041,300"
201604,78758,Residential,"36,075,000"
201202,78660,Multi-Family,"2,723,500"
201807,78748,Multi-Family,"23,262,700"
201712,78652,Irrigation - Residential,"50,300"
201309,78752,Residential,"16,650,700"
201803,78613,Multi-Family,"3,264,000"
201702,78758,Irrigation - Multi-Family,"1,398,300"
201312,78703,Irrigation - Multi-Family,"362,400"
201210,78660,Residential,"8,546,800"
201704,78705,Multi-Family,"37,151,400"
201512,78749,Multi-Family,"16,611,400"
201408,78748,Residential,"87,793,300"
201411,78736,Residential,"13,015,000"
201501,78751,Irrigation - Multi-Family,"556,200"
201607,78752,Irrigation - Multi-Family,"205,000"
201301,78745,Irrigation - Multi-Family,"1,507,600"
201506,78653,Multi-Family,"86,400"
201612,78754,Irrigation - Multi-Family,"2,319,200"
201508,78732,Residential,"23,700"
201311,78726,Residential,"15,170,500"
201702,78752,Irrigation - Multi-Family,"28,200"
201305,78721,Multi-Family,"4,329,100"
201807,78739,Irrigation - Multi-Family,"25,000"
201610,78756,Residential,"12,305,200"
201801,78751,Irrigation - Multi-Family,"440,400"
201302,78617,Residential,"17,727,600"
201509,78702,Multi-Family,"10,969,100"
201712,78660,Irrigation - Multi-Family,"1,580,100"
201611,78705,Multi-Family,"40,671,700"
201804,78748,Irrigation - Multi-Family,"4,427,400"
201405,78758,Residential,"43,377,100"
201508,78704,Residential,"66,626,900"
201202,78653,Residential,"857,600"
201804,78753,Residential,"39,728,400"
201302,78759,Irrigation - Multi-Family,"704,400"
201809,78653,Irrigation - Residential,"13,000"
201801,78703,Residential,"40,164,500"
201807,78723,Irrigation - Multi-Family,"390,600"
201504,78617,Residential,"18,207,600"
201801,78726,Residential,"13,370,800"
201804,78737,Residential,"7,398,100"
201509,78759,Residential,"109,141,500"
201505,78702,Residential,"23,162,800"
201505,78744,Residential,"43,221,000"
201502,78750,Residential,"33,511,300"
201603,78759,Multi-Family,"36,055,200"
201805,78753,Irrigation - Multi-Family,"3,645,500"
201706,78756,Irrigation - Multi-Family,"290,900"
201503,78742,Multi-Family,"224,500"
201510,78724,Residential,"21,339,500"
201802,78746,Multi-Family,"10,046,800"
